subject ID,condition,rotationAngle_x,rotationAngle_y,rotationAngle_z,acceleration,heartRate
008,,0,0,0,0,0
008,,350.5813,350.9695,358.9183,0.005432129,0
008,,350.1715,351.3356,358.7429,-0.05999756,0
008,,350.0558,351.4805,358.4507,-0.007019043,0
008,,350.1204,351.7285,358.4934,0.06866455,0
008,,355.9839,353.0826,359.343,0.9423828,0
008,,8.8471,357.096,356.6349,0.1763,0
008,,7.221869,358.6403,358.8693,0.09231567,0
008,,7.243264,358.9799,359.519,0.06243896,0
008,,7.578526,359.0335,359.2762,-0.1440125,0
008,,6.694747,357.5317,358.4108,-0.1502686,0
008,,7.031854,357.5794,358.4688,0.07025146,0
008,,8.759962,358.519,358.0218,0.01446533,0
008,,14.61422,0.01976446,357.4412,-149.6201,0
008,,26.14545,1.907917,357.9093,0.2158203,0
008,,35.20377,1.690913,358.5446,0.1629028,0
008,,40.14108,359.4733,358.1959,-0.2200012,0
008,,41.87692,357.7324,357.2651,-0.1271057,0
008,,43.34069,356.4203,356.1658,-0.1879578,0
008,,44.67407,356.1797,355.1123,-0.01525879,0
008,,45.52552,357.4532,355.65,0.216095,0
008,,45.52844,357.5642,356.0123,-0.05743408,0
008,,45.28708,357.1343,355.7572,-0.01254272,0
008,,44.9437,356.9538,355.9173,-0.06433105,0
008,,44.13644,356.1594,355.7834,-0.1130371,0
008,,43.75248,355.123,354.9998,-0.056427,0
008,,43.42553,354.895,354.8963,-0.01608276,0
008,,43.81718,354.651,354.6456,-0.03134155,0
008,,43.71829,355.2137,354.7771,0.03396606,0
008,,43.24574,355.3525,355.0864,-0.01605225,0
008,,42.73566,355.2114,355.087,-0.0513916,0
008,,42.40649,355.8658,355.1484,0.1376953,0
008,,42.86112,357.1347,355.5977,0.1182556,0
008,,43.04475,357.6077,356.2291,0.0368042,0
008,,43.08763,356.5108,355.8392,-0.1113586,0
008,,42.92727,356.4642,355.3481,0.05563354,0
008,,42.80581,357.2645,355.8505,0.1005554,0
008,,42.85575,357.1066,355.9405,-0.05792236,0
008,,42.67126,356.7793,355.9807,-0.005828857,0
008,,42.62371,356.6715,355.9286,-0.01589966,0
008,,42.59368,356.6253,355.8924,0.004516602,0
008,,42.64708,356.4302,355.8372,-0.01089478,0
008,,42.66275,356.3487,355.8878,-0.003540039,0
008,,42.71748,356.3513,355.9766,-0.01879883,0
008,,42.79188,356.2979,356.0619,-0.01324463,0
008,,42.82507,356.2291,356.062,-0.00994873,0
008,,42.91825,356.1353,356.0217,-0.02008057,0
008,,42.96,356.0859,356.0374,0.01828003,0
008,,43.05246,355.9885,356.0341,-0.00970459,0
008,,43.16555,355.8474,356.0042,-0.01287842,0
008,,43.36156,355.6739,355.9412,0.00869751,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
008,,43.4033,355.619,355.9218,-0.03448486,0
